-87.88323,41.99568
,-87.88323,41.99568
,-87.88323,41.99568
,-87.88323,41.99568
,-87.88323,41.99568
,-87.88323,41.99568
,-87.88323,41.99568
,-87.88334,41.99539
,-87.88334,41.99539
,-87.88334,41.99539
,-87.88334,41.99539
,-87.88314,41.99544
,-87.88314,41.99544
,-87.88334,41.99539
,-87.88334,41.99539
,-87.88334,41.99539
,-87.88334,41.99539
,-87.88303,41.99509
,-87.88303,41.99509
,-87.882904,41.99497
,-87.88323,41.99568
,-87.88334,41.99539
,-87.882904,41.99497
,-87.88323,41.99568
,-87.88334,41.99539
,-87.882904,41.99497
,-87.88323,41.99568
,-87.88334,41.99539
,-87.882904,41.99497
,-87.88323,41.99568
,-87.88334,41.99539
,-87.882904,41.99497
,-87.88437,41.994972
,-87.88364,41.994976
,-87.88437,41.994972
,-87.882904,41.99497
,-87.882904,41.99497
,-87.88437,41.994972
,-87.88437,41.994972
,-87.88364,41.994976
,-87.88364,41.994976
,-87.88364,41.994976
,-87.88323,41.99568
,-87.88364,41.994976
,-87.88334,41.99539
,-87.882904,41.99497
,-87.88323,41.99568
,-87.88364,41.994976
,-87.88334,41.99539
,-87.882904,41.99497
,-87.88437,41.994972
,-87.882904,41.99497
,-87.88342,41.99575
,-87.88323,41.99568
,-87.88334,41.99539
,-87.882904,41.99497
,-87.88437,41.994972
,-87.88334,41.99539
,-87.88364,41.994976
,-87.88364,41.994976
,-87.88364,41.994976
,-87.88323,41.99568
,-87.88437,41.994972
